Unnamed: 0,statement,label,city,country,correct_country,twoshot_prompt
931,The city of Qingdao is not in India.,1,Qingdao,India,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Qingdao is not in India. This statement is:"
932,The city of Sofia is not in Bulgaria.,0,Sofia,Bulgaria,Bulgaria,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Sofia is not in Bulgaria. This statement is:"
933,The city of Sofia is not in South Korea.,1,Sofia,South Korea,Bulgaria,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Sofia is not in South Korea. This statement is:"
934,The city of Nova Iguacu is not in Brazil.,0,Nova Iguacu,Brazil,Brazil,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Nova Iguacu is not in Brazil. This statement is:"
935,The city of Nova Iguacu is not in India.,1,Nova Iguacu,India,Brazil,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Nova Iguacu is not in India. This statement is:"
936,The city of Abeokuta is not in Nigeria.,0,Abeokuta,Nigeria,Nigeria,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Abeokuta is not in Nigeria. This statement is:"
937,The city of Abeokuta is not in Mozambique.,1,Abeokuta,Mozambique,Nigeria,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Abeokuta is not in Mozambique. This statement is:"
938,The city of Amman is not in Jordan.,0,Amman,Jordan,Jordan,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Amman is not in Jordan. This statement is:"
939,The city of Amman is not in Malaysia.,1,Amman,Malaysia,Jordan,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Amman is not in Malaysia. This statement is:"
940,The city of Hachioji is not in Japan.,0,Hachioji,Japan,Japan,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Hachioji is not in Japan. This statement is:"
941,The city of Hachioji is not in Mexico.,1,Hachioji,Mexico,Japan,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Hachioji is not in Mexico. This statement is:"
942,The city of Fukuoka is not in Japan.,0,Fukuoka,Japan,Japan,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Fukuoka is not in Japan. This statement is:"
943,The city of Fukuoka is not in Senegal.,1,Fukuoka,Senegal,Japan,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Fukuoka is not in Senegal. This statement is:"
944,The city of Goyang-si is not in South Korea.,0,Goyang-si,South Korea,South Korea,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Goyang-si is not in South Korea. This statement is:"
945,The city of Goyang-si is not in Russia.,1,Goyang-si,Russia,South Korea,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Goyang-si is not in Russia. This statement is:"
946,The city of Meknes is not in Morocco.,0,Meknes,Morocco,Morocco,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Meknes is not in Morocco. This statement is:"
947,The city of Meknes is not in China.,1,Meknes,China,Morocco,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Meknes is not in China. This statement is:"
948,The city of Antananarivo is not in Madagascar.,0,Antananarivo,Madagascar,Madagascar,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Antananarivo is not in Madagascar. This statement is:"
949,The city of Antananarivo is not in Germany.,1,Antananarivo,Germany,Madagascar,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Antananarivo is not in Germany. This statement is:"
950,The city of Kalyan is not in India.,0,Kalyan,India,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Kalyan is not in India. This statement is:"
951,The city of Kalyan is not in South Korea.,1,Kalyan,South Korea,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Kalyan is not in South Korea. This statement is:"
952,The city of Jaipur is not in India.,0,Jaipur,India,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Jaipur is not in India. This statement is:"
953,The city of Jaipur is not in China.,1,Jaipur,China,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Jaipur is not in China. This statement is:"
954,The city of Guntur is not in India.,0,Guntur,India,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Guntur is not in India. This statement is:"
955,The city of Guntur is not in China.,1,Guntur,China,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Guntur is not in China. This statement is:"
956,The city of Bhilai is not in India.,0,Bhilai,India,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Bhilai is not in India. This statement is:"
957,The city of Bhilai is not in Venezuela.,1,Bhilai,Venezuela,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Bhilai is not in Venezuela. This statement is:"
958,The city of Bhavnagar is not in India.,0,Bhavnagar,India,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Bhavnagar is not in India. This statement is:"
959,The city of Bhavnagar is not in Japan.,1,Bhavnagar,Japan,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Bhavnagar is not in Japan. This statement is:"
